Perguntas - Trad. Revisada,Respostas - Trad. Revisada,,
P: Hálito ácido tem a ver com diabetes?,"R: Se o nível de glicose estiver elevado, a gordura pode ser quebrada mais rápido, produzindo cetonas. E essas cetonas podem deitar o hálito com um cheiro frutado ou ácido. Se estiver tendo esse tipo de problema, você pode comprar tiras para teste de cetona na urina na farmácia. Se isso persistir e a glicose permanecer elevada, mesmo tomando todos os cuidados, procure um médico.",faq,https://diabetesaction.org/questions-general-information
P: Por que pessoas com diabetes não devem usar almofadas térmicas elétricas?,R: Esta recomendação é mais por precaução para quem tem neuropatia e pode não sentir se a almofada está muito quente e acabar se queimando sem perceber.,faq,https://diabetesaction.org/questions-general-information
P: Eu preciso fazer jejum antes do exame de hemoglobina glicada?,"R: Não, o jejum não é necessário para o exame de hemoglobina glicada (A1C) porque ele mede os níveis médios de glicose no sangue nos últimos três meses.",faq,https://diabetesaction.org/questions-general-information
P: Eu preciso fazer jejum antes do exame A1C?,"R: Não, o jejum não é necessário para o exame de hemoglobina glicada (A1C) porque ele mede os níveis médios de glicose no sangue nos últimos três meses.",,https://diabetesaction.org/questions-general-information
P: O que é cetoacidose e quais são os sintomas?,"R: A cetoacidose é o acúmulo de cetonas (um subproduto da rápida quebra de gordura no organismo) e pode ser fatal se não for tratada. Isso acontece quando os níveis de glicose permanecem muito elevados por um longo período, fazendo com que as células quebrem a gordura mais rápido para continuar funcionando normalmente. Nesse ponto, pode-se entrar em coma diabético. Durante a gravidez, é importante um bom controle para evitar a cetoacidose, para que os corpos cetônicos não se formem, pois eles podem atravessar a placenta e ser tóxicos para o feto. Os sintomas podem incluir hálito com cheiro frutado, alto nível de açúcar no sangue, sede excessiva, urina frequente, náusea e vômito. Se estiver preocupado, você pode comprar tiras para testar a presença de cetonas na urina na farmácia.",,https://diabetesaction.org/questions-general-information
P: Por que eu preciso fazer jejum de 10 horas antes do exame de glicemia em jejum?,"R: Esse período de jejum dá ao seu corpo o tempo de digerir todos os alimentos do seu sistema para determinar mais rapidamente qual é o seu verdadeiro nível de açúcar no sangue em jejum. Carboidratos, proteínas e gorduras são digeridos em uma taxa diferente e uma refeição maior levará mais tempo para ser digerida. Um resultado de teste do jejum de 126 repetido duas vezes é um diagnóstico de diabetes.",faq,https://diabetesaction.org/questions-general-information
P: Beber café puro afeta o exame de jejum?,R: A cafeína é um estimulador do sistema nervoso central e pode causar um efeito de curto prazo nos açúcares do sangue. Somente água deve ser consumida antes do exame.,faq,https://diabetesaction.org/questions-general-information
P: Como saber se tenho diabetes? Quais são os sinais?,"R: Urina frequente, perda rápida de peso, tontura e sede excessiva são apenas alguns dos sintomas associados, mas não são exclusivos do diabetes. Isso é mais certo para aqueles que estão no caminho para o diabetes tipo 1. Outros saberão apenas fazendo um exame de sangue para fazer o teste do jejum. Um resultado de 100-125 é geralmente considerado pré-diabetes; um resultado de 126 ou mais em 2 testes é um diagnóstico de diabetes. Sugiro que você procure um médico e pergunte a ele se seria necessário um exame de glicemia em jejum para começar.",faq,https://diabetesaction.org/questions-general-information
P: Como saber se sou diabético? Quais são os sinais?,"R: Urina frequente, perda rápida de peso, tontura e sede excessiva são apenas alguns dos sintomas associados, mas não são exclusivos do diabetes. Isso é mais certo para aqueles que estão no caminho para o diabetes tipo 1. Outros saberão apenas fazendo um exame de sangue para fazer o teste do jejum. Um resultado de 100-125 é geralmente considerado pré-diabetes; um resultado de 126 ou mais em 2 testes é um diagnóstico de diabetes. Sugiro que você procure um médico e pergunte a ele se seria necessário um exame de glicemia em jejum para começar.",,
"P: Se eu tenho alguns dos fatores de risco para diabetes, com que frequência devo fazer o teste para descobrir se eu o tenho ou não?","R: Se você não estiver tendo nenhum sintoma, um exame físico anual deve ser suficiente. Seus níveis de glicose devem estar abaixo de 100; idealmente entre 80-90. Se você estiver sentindo algum sintoma como fraqueza, urina frequente, aumento da fome ou sede ou tendo infecções frequentes, consulte um médico e faça o teste do jejum o mais rápido possível.",faq,https://diabetesaction.org/questions-general-information
P: É possível parar de ser diabético?,"R: Depois de desenvolver o diabetes, você sempre terá o diabetes, mas você pode cuidar dele a ponto de parecer que não tem. O que isso significa é que você pode controlar sua glicose no sangue e manter um estilo de vida saudável para permanecer dentro dos limites. Aprenda tudo o que puder agora sobre como gerenciar o diabetes e conviver com ele. Você descobrirá que um estilo de vida ativo com alimentos saudáveis ​​em quantidades moderadas permitirá uma qualidade de vida bem próxima da considerada ""normal"".",faq,https://diabetesaction.org/questions-general-information
P: É possível se curar do diabetes?,"R: Depois de desenvolver o diabetes, você sempre terá o diabetes, mas você pode cuidar dele a ponto de parecer que não tem. O que isso significa é que você pode controlar sua glicose no sangue e manter um estilo de vida saudável para permanecer dentro dos limites. Aprenda tudo o que puder agora sobre como gerenciar o diabetes e conviver com ele. Você descobrirá que um estilo de vida ativo com alimentos saudáveis ​​em quantidades moderadas permitirá uma qualidade de vida bem próxima da considerada ""normal"".",,
P: Diabetes tem cura?,"R: Depois de desenvolver o diabetes, você sempre terá o diabetes, mas você pode cuidar dele a ponto de parecer que não tem. O que isso significa é que você pode controlar sua glicose no sangue e manter um estilo de vida saudável para permanecer dentro dos limites. Aprenda tudo o que puder agora sobre como gerenciar o diabetes e conviver com ele. Você descobrirá que um estilo de vida ativo com alimentos saudáveis ​​em quantidades moderadas permitirá uma qualidade de vida bem próxima da considerada ""normal"".",,
P: Posso tirar a amostra de sangue em outro lugar além das pontas dos dedos?,"R: As pontas dos dedos (nas laterais das pontas) oferecem um fluxo capilar e leitura mais confiáveis, porque as alterações nos níveis de glicose são detectadas mais rapidamente ali. Isso é especialmente importante no tratamento da hipoglicemia. Se você deseja usar um outro lugar, como o antebraço ou a coxa, onde o fluxo sanguíneo é menor, verifique se está usando um medidor que requer uma amostra de sangue menor. Você pode discutir isso com seu médico.",,
P: Acabei de ser diagnosticado com diabetes e estou tendo dificuldade em fazer o teste da picada para medir o açúcar no sangue.,"R: O primeiro passo para espetar o dedo é lavar as mãos com água e sabão quando estiver em casa. Verifique se suas mãos estão quentes e fique com a mão apontando para baixo, para que o sangue possa fluir para as pontas. Espete qualquer dedo usando outro dedo para apoiá-lo, ou apoiando-o de lado, para poder espetar o lado da ponta (não diretamente na ponta do dedo). Existem muitas terminações nervosas nas pontas dos dedos e essa área pode ser muito sensível. A boa notícia é que hoje os medidores requerem muito pouco sangue. Você precisa pedir ao seu farmacêutico ou ao consultório do seu médico para ajudá-lo a começar. Uma vez que te ensinarem, você poderá praticar e ter mais certeza das leituras que está tendo.",faq,https://diabetesaction.org/questions-general-information
P: Como faço o teste da picada para medir o açúcar no sangue?,"R: O primeiro passo para espetar o dedo é lavar as mãos com água e sabão quando estiver em casa. Verifique se suas mãos estão quentes e fique com a mão apontando para baixo, para que o sangue possa fluir para as pontas. Espete qualquer dedo usando outro dedo para apoiá-lo, ou apoiando-o de lado, para poder espetar o lado da ponta (não diretamente na ponta do dedo). Existem muitas terminações nervosas nas pontas dos dedos e essa área pode ser muito sensível. A boa notícia é que hoje os medidores requerem muito pouco sangue. Você precisa pedir ao seu farmacêutico ou ao consultório do seu médico para ajudá-lo a começar. Uma vez que te ensinarem, você poderá praticar e ter mais certeza das leituras que está tendo.",,
P: A obesidade causa diabetes tipo 2?,"R: A obesidade não é a causa do diabetes tipo 2, mas é um forte contribuinte se a pessoa tiver uma predisposição genética. A maioria das pessoas com um IMC acima de 30 – na classificação de obesos – têm glicose elevada ou que está se elevando. O aumento da gordura corporal pode interferir a nível celular na captação de glicose da corrente sanguínea para a célula, o que é o trabalho da insulina. Isso cria uma condição chamada resistência à insulina. A menos que sejam feitas mudanças no estilo de vida para melhorar os hábitos e atividades alimentares, o pré-diabetes geralmente se tornará um diagnóstico de diabetes.",faq,https://diabetesaction.org/questions-general-information
