P: Nos últimos três dias, a respiração do meu marido cheirava fortemente ácida. Isso está relacionado ao diabetes dele?;R: Se os níveis de glicose estiverem elevados, ele poderá estar quebrando a gordura como combustível rapidamente. Isso produz cetonas, que podem produzir hálito frutado ou ácido. Você pode comprar tiras de cetona na farmácia para testar a presença de cetonas na urina. Se isso persistir e se a glicose permanecer elevada, apesar de qualquer esforço de correção, peça a ele que procure um médico.;general-information;https://diabetesaction.org/questions-general-information
P: Li que pessoas com diabetes não devem usar almofadas de aquecimento. Por que não?;R: Esta recomendação é mais cautelosa para quem tem neuropatia e pode não sentir se a almofada está muito quente e pode ser queimada como resultado.;general-information;https://diabetesaction.org/questions-general-information
P: Preciso jejuar antes de fazer o teste A1C?;R: Não, o jejum não é necessário para um A1C porque o teste mede os níveis médios de glicose no sangue nos últimos três meses.;general-information;https://diabetesaction.org/questions-general-information
P: O que é cetoacidose e quais são os sintomas?;R: A cetoacidose é o acúmulo de cetonas (um subproduto da rápida quebra de gordura no organismo) e pode ser fatal se não tratada. Isso geralmente não ocorreria, a menos que os níveis de glicose estivessem muito elevados por um período mais longo, onde as células, necessitando de combustível, rapidamente quebram a gordura para ajudar a mantê-lo vivo. Nesse ponto, pode-se estar em coma diabético. Na gravidez, é importante um bom controle para evitar a cetoacidose, para que os corpos cetônicos não se formem, pois podem atravessar a placenta e ser tóxicos para o feto. Os sintomas podem incluir hálito com cheiro de frutas, alto nível de açúcar no sangue, sede excessiva, micção frequente, náusea e vômito. Se estiver preocupado, você pode comprar tiras na farmácia para testar a presença de cetonas na urina.;general-information;https://diabetesaction.org/questions-general-information
P: Por que eu preciso jejuar por 10 horas antes de fazer um exame de glicemia em jejum?;R: Esse período de tempo dá ao seu corpo a chance de digerir todos os alimentos do seu sistema para determinar mais rapidamente qual é o seu verdadeiro açúcar no sangue em jejum. Carboidratos, proteínas e gorduras são digeridos em uma taxa diferente e uma refeição maior levará mais tempo para ser digerida. Um açúcar no sangue em jejum de 126 repetido duas vezes é um diagnóstico de diabetes.;general-information;https://diabetesaction.org/questions-general-information
P: Beber café preto afeta o teste de jejum?;R: A cafeína é um estimulador do sistema nervoso central e pode ter um efeito de curto prazo nos açúcares do sangue. Somente água deve ser consumida antes do teste.;general-information;https://diabetesaction.org/questions-general-information
P: Como eu saberia se sou diabético? Quais são os sinais?;R: Micção freqüente, perda rápida de peso, tontura e sede excessiva são apenas alguns dos sintomas associados, mas não exclusivos do diabetes. Isso certamente é mais verdadeiro daqueles que estão no caminho para o diabetes tipo 1. Muitos outros saberão apenas fazendo um exame de sangue para verificar se seus níveis de jejum estão elevados. 100-125 é geralmente considerado pré-diabetes, 126 e maior em 2 testes é um diagnóstico de diabetes. Sugiro que você solicite um teste de glicemia em jejum para iniciantes.;general-information;https://diabetesaction.org/questions-general-information
P: Se eu tenho alguns dos fatores de risco para diabetes, com que frequência devo fazer o teste para descobrir se o tenho ou não?;"R: Se você não tiver nenhum sintoma, um exame físico anual deve ser suficiente. Seus níveis de glicose devem estar abaixo de 100; idealmente entre 80-90. Se você estiver sentindo algum sintoma como fraqueza, micção frequente, aumento da fome ou sede ou infecções frequentes, faça um teste de jejum agora.";general-information;https://diabetesaction.org/questions-general-information
P: É possível parar de ser diabético?;"R: Depois de ter diabetes, você sempre a terá, mas poderá gerenciá-la a ponto de parecer que não a tem. O que isto significa é que você pode controlar seus açúcares no sangue e dentro dos limites normais e manter o estilo de vida saudável necessário para permanecer dentro dos limites. Aprenda tudo o que puder neste momento sobre como gerenciar o diabetes e conviver com ele. Você descobrirá, na maior parte, que um estilo de vida ativo com alimentos saudáveis ​​em quantidades moderadas permitirá uma vida de qualidade ""normal"".";general-information;https://diabetesaction.org/questions-general-information
P: Minhas pontas dos dedos estão doendo devido aos testes. Importa se eu tirar minha amostra de sangue de outro lugar do meu corpo?;R: As pontas dos dedos (nas laterais das pontas) oferecem um fluxo capilar e leitura mais confiáveis, porque as alterações nos níveis de glicose são detectadas aqui mais rapidamente. Isso é especialmente importante no tratamento da hipoglicemia. Se você deseja usar um local alternativo, como o antebraço ou a coxa, onde o fluxo sanguíneo é menor, verifique se está usando um medidor que requer uma amostra de sangue menor. Você pode discutir isso com seu médico.;general-information;https://diabetesaction.org/questions-general-information
