Um diagnóstico de diabetes tipo 2 significa que vou ter que tomar insulina?;Não. Pessoas com diabetes tipo 2 podem ou não precisar tomar injeções de insulina, dependendo de vários fatores, incluindo quando foi o diagnóstico. Pesquisas indicam que, se o diabetes tipo 2 for tratado precocemente e o açúcar no sangue for controlado desde o início e ao longo dos anos, é mais provável que o pâncreas produza insulina suficiente por mais tempo. Mas uma pessoa que convive com o diabetes tipo 2 há mais de 15 anos pode não continuar a produzir insulina suficiente e precisará tomá-la por meio de seringa, caneta ou bomba.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Fui diagnosticado com diabetes tipo 2 recentemente, preciso consultar um endocrinologista?;O ideal é que você procure, sim, um endocrinologista. No entanto, você também pode fazer o acompanhamento com um clínico geral que tenha experiência no tratamento de diabetes e esteja atualizado no meio. Seja sempre ativo no seu tratamento: não tenha vergonha de fazer perguntas e tire todas as suas dúvidas com o seu médico.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Eu posso ficar livre do diabetes tipo 2 se parar de comer carboidratos e/ou perder muito peso?;"Não, mas você pode controlá-lo. Se você tem pré-diabetes ou acabou de ter seu diagnóstico com o tipo 2, perder muito peso pode colocar a condição em remissão. No entanto, a recuperação de peso, o envelhecimento e a progressão natural do diabetes tipo 2 podem fazer com que ele volte. Cortar completamente os carboidratos durante um longo período de tempo também não é o ideal; cuide da sua dieta sob orientação de um médico ou nutricionista.";;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Por que é bom comer frutas, mesmo que elas tenham muitos carboidratos? Algumas frutas são melhores do que outras para a pessoa com diabetes?;As calorias de todas as frutas são principalmente carboidratos com um pouco de proteína. Pessoas com diabetes precisam comer uma certa quantidade de carboidratos todos os dias para obter energia e nutrientes essenciais. Fontes saudáveis ​​de carboidratos incluem frutas, legumes, grãos integrais, leguminosas e laticínios com pouca gordura.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Por que minhas pernas doem quando começo a andar e param de doer quando me sento?;Você tem sinais de doença arterial periférica, ou DAP. Ela se desenvolve quando o excesso de placa nas artérias limita o fluxo sanguíneo para as pernas. A dor pode ocorrer enquanto você anda porque os músculos precisam de um aumento no fluxo sanguíneo. A dor pode parar quando você se senta porque seus músculos exigem menos fluxo sanguíneo. A DAP aumenta o risco de ataques cardíacos, derrames e úlceras nos pés. Por isso, consulte o seu médico o quanto antes e explique para ele sua situação. Enquanto isso, para diminuir os riscos de DAP, continue seguindo os mesmos passos que você segue para se manter saudável com diabetes.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Como posso aprender a aceitar meu diabetes?;Aceitar que você tem diabetes é em grande parte um ato de aprendizado - um realinhamento do que você vê como essencial para você e como isso pode impactar sua vida. Ainda não é possível fazer com que o diabetes desapareça completamente, então encare que ele permanecerá com você o resto da sua vida e faça as mudanças necessárias com calma e leveza. Lembre-se que é uma doença muito tratável e que impõe poucas restrições se você seguir as recomendações de tratamento.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Meu marido tem diabetes tipo 2 e é motorista de caminhão. Que alimentos ele pode levar na estrada?;É sempre bom preparar lanches saudáveis com antecedência para quando você não for estar em casa por muito tempo. Algumas sugestões são frutas (frescas, secas ou preparadas em potinhos), barrinhas de cereal, mix de nozes, cenourinhas e biscoitos integrais. Lembre de não levar alimentos que precisem de refrigeração, pois eles podem comeaçar a estragar no meio do caminho. E não se esqueça da água!;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
Quais os melhores tipos de alimentos para levar em viagens?;É sempre bom preparar lanches saudáveis com antecedência para quando você não for estar em casa por muito tempo. Algumas sugestões são frutas (frescas, secas ou preparadas em potinhos), barrinhas de cereal, mix de nozes, cenourinhas e biscoitos integrais. Lembre de não levar alimentos que precisem de refrigeração, pois eles podem comeaçar a estragar no meio do caminho. E não se esqueça da água!;;
A insulina me fará ganhar peso?;A razão pela qual precisamos de insulina – como um hormônio produzido em nossos corpos ou como um medicamento – é empurrar a glicose para dentro das células para obter energia. O trabalho da insulina é processar calorias. Por esse motivo, ela pode causar ganho de peso. Para evitar o ganho de peso: controle suas porções e queime calorias extras com exercícios. Se o seu açúcar no sangue estiver alto por um tempo antes de iniciar a insulina, você provavelmente estará excretando calorias na urina, em vez de alimentar seu corpo. Isso não acontecerá quando o açúcar no sangue estiver sob controle. Se você tiver hipoglicemia (baixo nível de açúcar no sangue), trate-a com apenas 15 gramas de carboidratos.;;http://www.eatingwell.com/article/7821941/your-guide-to-summer-safety-for-diabetes/
A insulina engorda?;A razão pela qual precisamos de insulina – como um hormônio produzido em nossos corpos ou como um medicamento – é empurrar a glicose para dentro das células para obter energia. O trabalho da insulina é processar calorias. Por esse motivo, ela pode causar ganho de peso. Para evitar o ganho de peso: controle suas porções e queime calorias extras com exercícios. Se o seu açúcar no sangue estiver alto por um tempo antes de iniciar a insulina, você provavelmente estará excretando calorias na urina, em vez de alimentar seu corpo. Isso não acontecerá quando o açúcar no sangue estiver sob controle. Se você tiver hipoglicemia (baixo nível de açúcar no sangue), trate-a com apenas 15 gramas de carboidratos.;;
